symbol	base_avg	l2fc	l2fc_se	test_stat	pval	padj
ATP13A2	2454.3687395184375	1.192814855161876	0.074686331542815	15.970992690651542	2.0352085903978818e-57	1.2420043543756734e-56
CTRL	37.19273652194484	-0.9119697036779487	0.1256528829149273	-7.257849422327967	3.93293008424696e-13	7.235363062106326e-13
MALSU1	1233.638548049644	1.4077204594433501	0.0758821869112337	18.551395482184624	7.946199488404642e-77	7.717767522383588e-76
HRH4	3.768053831978812	-1.588109814490718	0.19223331709055919	-8.261366128029593	1.4401460631098004e-16	2.9560549861976592e-16
P2RY11	570.5579893733932	0.791048346326274	0.10291528990085748	7.686402546097118	1.513298582680985e-14	2.912461672385819e-14
INF2	4430.218928093616	-0.05222655657693483	0.0899405844134632	-0.5806784213992392	0.5614572076514357	0.5840558522114556
NEDD4L	1462.5414278933654	1.1784517132496866	0.09083582840814335	12.973423966088248	1.731207022795721e-38	6.546329515336133e-38
TBCE	1018.7230097301916	0.6755875505271816	0.05360066455434593	12.604089075093475	2.004754044173434e-36	7.213854149829158e-36
TMLHE	648.9110368862616	0.73985336745976	0.06737713008649743	10.980778886099051	4.728293202190046e-28	1.35436412326072e-27
NLRP1	2494.9335169807164	-2.1348270145985873	0.1323408143284187	-16.13128214022299	1.5379421113183853e-58	9.654977067698778e-58
ZMYND8	2679.03777729329	1.2627356284269873	0.07615099941603465	16.58199679728827	9.405113909636664e-62	6.407697396265039e-61
RP11-345J4.3	9.210259071937415	0.9013372817195077	0.27344773706768155	3.296195797357855	9.800368663268123e-4	0.0012506723546294827
EIF5AL1	120.57174580081218	1.909054311226582	0.1662271010397038	11.484615320161296	1.57635538550611e-30	4.8408625184897355e-30
MCM10	407.5806247613191	5.4382330477239975	0.1670913726122449	32.546462230243655	2.349583004378521e-232	5.262775857832037e-230
SREBF2	5991.970945408085	0.00970667446651074	0.08614358279428677	0.11268018059674327	0.9102841147556133	0.9170063683515322
RPP30	1105.7556914118666	0.3424879434254367	0.051591949783881944	6.638398914173909	3.171087006827424e-11	5.480902311600453e-11
ACAD10	1229.396517377121	0.2999672245655459	0.060286753974274195	4.975673838627125	6.502105120980754e-7	9.552813443190041e-7
PITRM1	4393.314763916654	0.06877487188446209	0.08162823318240443	0.8425377985430539	0.3994869913864054	0.4228888782731521
RP11-351M8.1	2.7847559486544147	-0.7272422017538521	0.2545229287616215	-2.8572757876559134	0.004272943965524221	0.005249459802715733
SLC36A4	598.9538688052843	-0.9656543784617722	0.12603878670430627	-7.661565171420199	1.8368062755083295e-14	3.524981622228435e-14
GEMIN5	1219.341449588051	0.2218501973716193	0.0495753949503465	4.475006151616523	7.640911275632344e-6	1.0767305108644476e-5
