Hugo_Symbol	Entrez_Gene_Id	GTEX-ZLWG-1026-SM-4WWC4	GTEX-13OVJ-2326-SM-5IJGA	GTEX-14BIM-2226-SM-5SI8Y	GTEX-Q734-1626-SM-48U1B	GTEX-S7SF-0826-SM-4AD4W	GTEX-12WSD-2826-SM-59HKT	GTEX-145ME-1326-SM-5O98Q	GTEX-S341-1026-SM-4AD71	GTEX-P4PP-2026-SM-3P61N	GTEX-113JC-2226-SM-5EGJG
PRPF18	8559	487.98	462.87	665	424	379.69	460.52	378	320.31	482	376.57
FAM90A26	0	0	0	0	0	0	0	0	1	0	0
MSH5	4439	417.57	957.68	667.36	467.87	273.59	848.44	369.1	278.54	1503.65	391.08
RP11-552F3.12	0	70.18	98.51	40.08	20.47	31.42	35.08	24.65	16.27	45.41	35.36
CELF3	11189	18	9	5	1	3	4	12	2	13	6
PINX1	54984	260.94	373.95	412.47	329	298	320.05	232.33	176.37	366.24	272
PHKA1	5255	582.29	616.54	497.77	432.51	320.02	775.47	396	391.78	818.77	590.91
PAG1	55824	440	386	511	255	272	521	653	1567	200	720
NAMPT	10135	3530.35	6910.48	2411.86	1344.26	2292.84	1339.15	1571.11	1275.48	1548.08	2379.56
NTS	4922	3	9	4	5	4	6	7	1	4	8
LAPTM5	7805	1074	1241	635	641	1031	586	1108	1284	319	599
RTCB	51493	2300	1781	1507	2145	1893	2031	2306	1531	3520	1132
EEF2K	29904	2890.03	2612.22	2947.97	1684.49	1297.02	2483.09	3155.84	2227.21	2048.44	2367.34
CHRFAM7A	89832	21.07	25.47	21	23.37	12.22	40.18	20.54	5.39	94.87	31.67
G0S2	50486	69	84	48	127	33	67	235	62	156	83
ENAH	55740	3038	3729	3024	3109	4562	3352	5203	5773	2471	3772
PCDHA1	56147	4	0	23.8	37.53	4.79	14.2	18.7	10.78	12.25	32.28
IGF1R	3480	5241	5873	3951	5015	3045	6247	2395	1851	8230	3797
TM4SF18	116441	244	307	409	618	305	901	292	339	124	135
SPOCD1	90853	10	277.42	6	57	579.32	52	108	427.31	10	16
SCNN1D	6339	854	1385	754	821	356	1205	539	285	1813	887
WDR61	80349	1509	1667.71	1554	1087	1042	1835	1353	1123	2756.43	1099
APBB1	322	3976	6309	4084	4656	2879	5685	3773	3063	5879	3773
SLC30A8	169026	59	8	11	14	7	4	141	1	4	36
PTPN18	26469	1639	2115	2382	2096	1644	2374	1471	1512	2351	1666
AK5	26289	37	8	60	39	11	45	17	5	22	63
IGF2BP1	10642	0	3	1	2	3	0	1	2	1	0
ARL14	80117	0	0	0	0	0	0	0	0	0	0
AC124890.1	0	3	16	41.51	27	14	59	19	6.84	36.71	33
AATF	26574	1209	1534	1234	1231	1174	1315	1143	905	1697	862
SPATA31A1	647060	0	0	0	0	16.45	0.47	0	5.09	0	0
KRT72	140807	0	1	4	0	1	3	0	1	0	2
PHTF2	57157	738	795	689	622	668	933	1003	549	1207	594
RP11-618P17.4	0	0	0	2.28	3.86	0	6.5	2.45	1.56	4.91	1.81
XCR1	2829	2	5	1	4	3	3	9	0	2	0
CLK4	57396	1908.91	1900.58	3259.77	2511.71	1456.63	2430.87	2335.4	834.74	4682.9	1920
LRRC8A	56262	3497	2534	2618	2941	3075	2383	3920	4678	3430	2258
AKR1B1	231	2259	1996	2041	1631	1367	2394	1537	1492	3399	1595
HSD3B7	80270	425.87	495.23	438.54	561.73	332.29	495.26	504.58	718.05	478.08	446.19
TMSB10	9168	5222	10519	7795	7353	9782	6637	9691	6153	3763	5474
SAFB	6294	4205.61	8891.38	6106.39	6175.38	4116.41	6503.48	5030.78	2114.92	8747.02	4514.81
KRT4	3851	167	136	85	90	93	70	75	128	174	14
MPZL1	9019	4625	3902	4573	2930	2895	3875	3831	3435	3166	3497.93
RPL37	6167	12447	28047	26727	18550	11261	21030	13532	9220	28234	15620
PDZRN3	23024	5728	3602	3448	5940	2503	7005	6966	3683.06	8796	6062
EGFL7	51162	3260	6891	8316	7219	6224	4938	2963	3050	3268	3748
PBOV1	59351	0	0	0	0	0	0	0	1	1	0
AP001024.2	0	0	0	0	0	0	0	0	0	0	0
RNF222	643904	2	9	4	2	0	12	1	0	9	0
PIAS2	9063	708	811	689	597	573	926	652	455	1018	609
DUX4L7	22947	0	0	0	0	0	0	0	0	0	0
PEG3	5178	1645.46	4082.53	1924.59	2698.26	1258.76	3235.25	1839.1	869.5	5508.42	1652.3
AC006126.3	0	0	0	3	0	2	2	0	0	1	1
TMEM237	65062	982	636	1037	798	582	1118	599.14	704	1456.47	926
RFPL2	10739	0	0	2	2.04	0	0	2.03	1	1	0
CACNA1D	776	18.32	10.3	32.62	57.32	89.99	16.79	208.28	14.75	4503.72	31.49
ZNF462	58499	858	882.99	1238.14	873	582.37	1679.21	805.26	560	1369.69	1033
RCCD1	91433	627	1221	1443	1289	483	1183	520	305	1661	830
RPL11	6135	18097	42607	46418	27134	16455.39	29289	16982	13482	41838	21574
SETD5	55209	5146	13136	6759	6372.88	4411	10364	6452	3047	10851.99	8376
GPR176	11245	230	195	376	305	718	347	228	429	508.98	384
GAK	2580	5648	12438	6089	7208	4639.47	9658	4357	2993	9108	7318
TUBGCP3	10426	1611	1262.61	1257	1016	808	1452	1273.28	783	2733.66	954
ZNF445	353274	1535	2898	1898	1512	1066	2429	1654	859	3257	1615
TEKT2	27285	34	37	26	34	16	46	35	3	116	9
TIPRL	261726	850	565	523	620	533	528	766	582	796	396
KRT8	3856	622.34	478.62	264.26	1165.37	565.69	86.15	1444.86	695.91	554.52	122.29
BLOC1S6	26258	1807.98	2298	1843.97	1474.89	1358.97	1982	1684	1294	2537	1522
CASC1	55259	67	55	64	14	15	52	29	17	111	73
SAE1	10055	2346	2074	2209	2660	2127	1829	3247	3075	2662	1543
DENND2A	27147	3079	1999	2272	1724	1982	2153	2720	1852	3336	2269.79
DGKB	1607	361	436	378	114	74	752	254	46	466	271
RP11-94B19.4	0	0	0	0	0	0	0	0	0	0	0
ASF1B	55723	62	16	7	12	11	11	6	13	43	5
ZNF259	8882	971	1215	1081	956	875	923	691	765	1080	565
GOLT1B	51026	1086	3008	1304	644	764	1236	1097	869	1485	938
PIGO	84720	1429	2035	1172	1073	1100	2038	778	625	3154	912
REXO1L10P	100288562	0	0	0	0.85	2.25	0	0	1.26	0	0
NDST4	64579	147	5	39	2	1	7	7	6	0	6
CDKN1C	1028	5952	2962	4361	3795.26	1868	3483	1305	1214	10430	3706
IGIP	492311	660	977	1257	1257	842	1571	1059	595	1133	1365
DDX19A	55308	1790.96	1968.79	1682.45	1579.82	1548.69	2046.44	1931.84	1452.79	2551.63	1463.11
AC064874.1	0	0	0	0	0	0	0	0	0	0	0
SLC5A9	200010	39.38	93.7	63.83	34.31	28.28	59.46	53.46	28.77	59.86	56.7
PRPF40A	55660	3152	3551	3521.03	2266	2053	3201	2539	1769	4457	2289
ZNF98	148198	6	21.2	11.16	3	2	12.03	17.78	4	25.01	2.41
ETS1	2113	2486	5614	3704	2190	4061	3743	2605	2154	2987	2997
FAM195A	84331	300	466	303	283	218	314	166	264	489	154
FAM83A	84985	4	4	5	1	1	4	2	1	0	1
USP47	55031	4161	4188	4090	4175	3084	4505	4181	2715	5891	3675
CCNE2	9134	45.91	72.11	84.57	71.41	24.06	111.44	39.14	14.2	94.02	87.07
SIKE1	80143	994	730	882	722	673	742	1026	780	1122	564
ALDH8A1	64577	93	20	38	73	10	40	53	68	79	16
ARHGDIG	398	3.2	5	7.3	15	3	17	4	6	8.53	21
GGACT	87769	74	29	20	18	49	57	21	37	92	30
PAFAH1B2	5049	2636	2397	2298	2186	2157.92	2964	2171	1641	2736	1966
CLEC12A	160364	7	21	11	4	17	38	21	12	3	16
DHRS9	10170	4	3	2	40	9	21	24	7	6	28
GCM2	9247	1	2	0	0	0	0	2	0	4	0
AKAP9	10142	3574	5387	3869	2555	2277	4969	2755	1427	6936	3636
GRIN3B	116444	25	13	16	27	11	31	9	2	15	9
RAB15	376267	130	186	230	588	372	189	716	466	223	190
DLX4	1748	0	1	1	1	1	2	1	2	2	1
IGSF22	283284	4.06	18.32	14.22	18.75	23.36	18.73	8.05	7.04	37.27	11.22
TMEM168	64418	1378	1192	1100	835	814	1372	1102	891	2122	769
C2CD4D	100191040	1	0	0	2	4	1	0	2	5	1
RP11-565P22.6	0	10.72	4.93	6.71	11.04	4.7	0	5.92	6.71	15.33	1.39
TUBA1B	10376	18882.34	19396.19	10654.93	13508.28	9810.09	8769.76	24459.68	18192.04	13051.27	12854.98
ICK	22858	831	1132	1214	982	845.03	1436	1080	744	1615	1186
SNTB1	6641	377	219	531	276.9	194	364.95	210	238	283.04	412.8
GLTP	51228	1025	721	913.99	693	778	846	669	703	1098	626
MEI4	101928601	1	0	0	0	0	0	0	1	1	0
C1orf51	148523	446	286	97	254	76	115	261	157	395	82
GFM1	85476	1344	1291	1133	805	1044	950	1088	948	1426	723
NR4A3	8013	2315	199	209	133	110	245	54	70	73	1554
CCDC176	80127	260.71	336.42	375.11	254.44	285.7	465.6	289.96	300.37	560.2	244.88
IFRD1	3475	1873	3060	2233	1392	1347	1669	1190	1103	2054	2563
HOXC8	3224	60	15	136	13	23	26	11	44	21	47
HMGA2	8091	0	1	4	2	38.39	3	0	0	9	5
ERMARD	55780	860	1038	939	749	574	1421	661	484	2026	779
COL6A5	256076	0	0	2	0	0	3	0	1	0	0
MED13	9969	2389	2426	2389	1932	1807	2499	2227	1526	2947	2099
TARS2	80222	658	719	651	748	654	732	516	465	1257	405
RP11-315O6.2	0	0	0	0	0	0	0	0	0	0	0
PSMA6	5687	2122.46	1740.87	1521.92	1256.96	1465.4	1528.43	1787.15	1922.56	1876.05	1018.86
KCTD12	115207	3194	2335	4058	7218	12254	3221	5194	4192	6752	4340
GKN1	56287	1	14	1	14	7	18	3	12	19	0
PTGER4	5734	207	173	282	199	164	448	93	189	103	634
MGC10955	0	4	2	0	7	2	3	3	0	4	3
PP2D1	151649	3	3	4	3	2	7	10	10	18	5
TRIM49D1	399939	0	0	0	0	0.67	0	0	0	0	0
GLRX	2745	400	1342	495	248	210	280	321	352	173	355
AGBL3	340351	108	107	134	127	78	280	84	64	182	97
ABCB10	23456	658	488	1010	672	474	869	652	683	628	674
TBCK	93627	946.64	653.29	1508.4	1777.49	874.43	1497.75	838.85	534.64	1279.97	972.71
TRAM2	9697	2201	3413	2424	3104	1383	2177	1957	2191	2527.98	1685
GABPB1	2553	501	452	577	515	372	424	364	323	561	311
PPIL1	51645	676	486	648	355	375	361	471	745	557	226
LY6G6F	259215	0	0	0	0	0	1	0	0	0.42	0
C10orf32-ASMT	119032	0	0	0	0	0	0	0	0	23.49	0
HSPE1	3336	1175.08	1096.77	2047.91	2104.24	691.2	768.03	968.83	798.67	1462.61	774.56
VOPP1	81552	1817.19	1894.69	2324.14	1892.96	2394.38	1688.45	1487.66	1966.04	2376.79	1504.58
IRGM	345611	1	0	0	0	1	2	1	2	3	3
ZCWPW1	55063	205.07	246	434.04	287.13	189	678.18	227.42	129.04	539.22	254
MCEE	84693	235	388	589	226	153	320	223	171	405	267
CDC42EP1	11135	3856	5439	3358	4349	2972	2964	3976	3244	2817	3546
ADSS	159	1082	1322	1125	997	1207	1062	1249	944	1642	927
SERPINB8	5271	247.55	178	157	140	347	130	178	128	166	110
KCNH3	23416	11	43	28	75	62	289	31	221	33	109
KIAA0226	9711	1100	1412	1822	2014	1130	2471	1253	831	2245	1687
MAPK8IP1	9479	1639.29	844.87	765.16	726.68	469.21	793.78	735.64	762.2	1673.26	666.02
DIXDC1	85458	2748	2409	3671	1944	2468	2379	2117	3493	2919	2297
CD2AP	23607	932	981	1125	634	813	1082	780	652	914	832
VCPIP1	80124	636	413	837	525	518	472	667.22	491	672	370
GPR4	2828	477	925	756	660	1102	395	363	374	172	328
BAAT	570	4	1	1	2	1	1	1	3	1	0
BCAM	4059	7185	7983	11552	8890	7078	7988	4500	4312	7012	6193.3
KIF5C	3800	38	33	96	108	78	167	142	90	133	221
GLDN	342035	97	52	113	14	27	51	10	88	31	82
TMEM72	643236	0	3	0	1	2	2	0	1	2	0
MAF	4094	4687	6792	5356	5135	1724	4629	2282	2341	6503	3668
PSG5	5673	1	0	1	0	2	0	0	2	0	0
CCR5	1234	39	23	31	74	45	31	34	15	27	13
FCGBP	8857	1039	92	237	440	1277	250	269	184	447	31
ZNF814	730051	381.25	474.46	620.94	584.6	416.11	794.73	460.9	366.42	644.13	545.75
RIBC2	26150	10	10	0	11	4	10	3	0	12	11
USP17L15	100288520	3	0	0	0	0	0	0	0	2	0
PSPN	5623	81	108	130	225	65	141	119	75	180	91
SON	6651	17822	14091.9	12333.94	11638.42	10379.98	14520.87	12386.42	8698.99	23051.7	9522.9
DNAH14	127602	25	18	24	10	47	13	14	12	78	23
TWIST1	7291	366	603	397	974	950	898	311	276	1760	741
ZNF91	7644	965	1457	1528	1305	775	1725	1093	488	1484	1347
RBMY1A1	5940	0	0	0	0	0	0	0	0	0	0
SLC22A1	6580	17	10	7	11	14	32	7	9	40	15
OR14A16	284532	0	0	0	0	0	0	0	0	0	0
CLEC6A	93978	0	0	0	0	0	0	0	0	0	0
KRTAP20-3	337985	0	0	0	0	0	0	0	0	0	0
KIAA1683	80726	4228	441	1175	1144	656	3173	1088	404	3705.01	1335
C19orf70	125988	773	898	696	555	631	676	556	745	890	496
CAPN7	23473	1885	3356	3077	2068	1502	2296	1611	1086	3738	2113
CGB7	94027	9	15	12	36.16	25.16	26.58	9.39	6.38	30.26	20
C2orf73	129852	5	3	14	11	2	16	4	1	13	9
FUT9	10690	7	4	0	1	2	0	2	2	11	12
NBPF14	25832	1283.89	1161.83	721.13	1644.47	838.08	1415.59	1132.37	482.86	3857.81	1136.57
GPRC5A	9052	853	2672	585	665	456	793	108	151	1204	1702
MCM2	4171	540	406	298	378	197	531	238	199	1265	263
NRBP2	340371	5436	5300	4439	3755	3110	9285	3907	4246	8748	6098
ADCY4	196883	2939.02	5242.44	6673.8	6162.89	7003.6	6416.7	4329.27	4224.36	1726	2858.52
GATSL3	652968	415.71	552.33	813.59	529.28	502.41	538.84	477.65	365.5	452.59	445.49
VPS13B	157680	3924	3443	3409	2614	2353	3281	2941	1621	8016	2363
UTP18	51096	874	898	929	748	627	743	596	418	1038	501
FDXACB1	91893	94.38	34.04	68	47.12	70	53.19	60	44	207.34	27
RP11-585F1.10	0	0	0	1.18	0	1	0	0	0	0	0
CCDC3	83643	2715	1674	2908	1995.08	2225	2951.05	876	1455	549	1844
PGM3	5238	1202.24	2838.33	2065.64	1381.96	896.72	1892.23	1396.45	791.35	1992.34	1427.07
ZCCHC3	85364	445.92	171.14	202.13	400.58	182.71	173.08	245.33	159.55	449.38	168.22
SPATA20	64847	2963	3724	2396	2770	2602	4047	2456	1953.4	7661.99	3171
LRRC20	55222	307	289	452	547	272	327	358	200	973	397
ACTR10	55860	1954	1490	1855	1289	1503	1543	1490	1486	1917	1284
ARHGAP25	9938	248	498	533	497	321	514	408	286	487	230
IBTK	25998	2236	2023	1901	1222	1325	1765	1608	1463	2211	1328
FAM149A	25854	413.53	214.15	466.21	220.05	142.15	385	218.16	251.21	563.61	230.16
ROCK1	6093	4558.13	3323.12	4982.1	2953.53	3234.36	4228.78	3592.56	3441.01	3701.44	3885.12
RBM12	10137	3060.12	1743.29	1613.99	1824.65	1586.4	1954.69	1688.25	1531.39	4161.99	1508.79
C3orf18	51161	522	506	771	751	362	898	498	595	1653	624
ZNF621	285268	794	1116	1258	648	633	1212	778	706	1498	676
PRND	23627	290	11	116	206	7	40	869	209	12	115
ZNF224	7767	797.03	1014.19	1314.19	935.32	656.56	1404.77	761.23	547.16	1974.91	857.23
WDR64	128025	1	1	0	0	1	2	1	0	1	1
AGAP6	119016	971.36	2136.72	1925.27	1168.5	844.4	2376.06	935.48	1006.64	1867.44	1216.94
TTC18	118491	84.02	491.22	402.44	292.59	146.28	371.41	149.63	45.56	862.91	324.61
C3orf70	285382	1258	232	270	467	622	486	2116	3051	226	325
MAGI1	9223	666	1228	991	1349	1626	1585	972	1356	861	1069
NFE2L3	9603	270	163	259	268	227	453	229	134	713	215
SPR	6697	460	393	682	1165	366	459	331	472	635	371
FAR1	84188	4102	5895	4173	4367	2091	5354	4393	2554.45	4416	4581
MBD2	8932	1646	2290	2310	1470	1478	2127	1473	1309	2278	1655
SYTL2	54843	927	650	961	820	635	1343	1337	1096	591	997
TRAPPC2L	51693	859	990	1170	1166	629	1757	700	567	2166	942
NHLRC2	374354	1366	1611.07	1242.88	1221.32	1003.46	2412.16	1466.58	786.81	1999.79	1285.43
CD99	4267	4452	5112.5	4644.5	3905.5	2738.5	4899	4295.5	3514.5	5490	4108.5
LDOC1	23641	2142	1340	2208	1709	1018	1834	1504	1322	2075	1314
ZDHHC14	79683	1340	2444	1102	3463	2025	3082	2303	1097	2002	2314
PCOLCE	5118	6284.71	4816.42	4140.99	3341.28	1599.66	3159.54	5801.54	3062.56	8636.86	3182.39
MORC4	79710	1015	2127	1486	1206	935	1426	998	806	1122	1404
CPNE5	57699	2512	1058	1176	314	355	405	160	196	308	302
TMEM116	89894	200	251	371	208	96	366	101	107	364	298
PAX4	5078	0	0	0	0	2	0	0	0	0	0
PRF1	5551	80	51	45	150	76	143	75	50	156	67
REC8	9985	456	584	432	417	430	810	362	309	1097	646
CCDC58	131076	169	187	125	111	72	230	127	103	281	114
CPNE8	144402	401	616	896	647	661	511	479	376	273	435
GBX1	2636	1	0	0	0	0	0	0	0	0	0
NDUFB4	4710	1681	2499.99	2273	1623.95	1502	2019	1534	1441.99	2151	1521
COLCA2	120376	387	531	437.57	420.84	140	651.66	70	99	708.87	452
PROS1	5627	1312	1617	1706	1260	1298	1229	1481	2157	1657	1275
TTN	7273	773.45	485.86	491.15	613.48	462.96	1142.48	682.19	395.49	1646.39	795.63
LRMP	4033	66	141	236	101	203	150	85	90	41	97
CNTNAP1	8506	3620.14	2777.08	2959.84	3096.69	1007.47	3139.2	2518.28	2591.85	7673.99	1953.77
CEP72	55722	110.08	133	142	95.1	65.42	240.14	71.24	35.1	390.88	111
ZNF655	79027	3200.63	4411.59	3622.91	2882.15	2543	4632.37	2976.59	2233.95	5148.16	2783.78
NAT8L	339983	11	5	3	32	43	5	18	22	35	9
MOS	4342	0	0	0	0	1	0	0	0	0	0
WAC	51322	4812.18	7861.97	8288	5880.19	4762.77	7868.89	5916.31	3806.48	6933.36	6275.68
HIST1H1A	3024	0	1	0	0	2	0	0	1	0	1
ZNF346	23567	466	688	762	569	441	746	477	318	1071	451
SLCO1B7	338821	0	0	0	0	0	0	0	0	0	0
ARHGAP42	143872	401.73	395.66	453	783	1111	536.91	435	244	411	513
C8orf17	0	1	0	0	0	0	0	0	0	0	2
PPBP	5473	1	2	3	0	4	4	0	2	2	1
NOM1	64434	989	1221	1103	883	752	1253	837	617	1350	868
CEBPZ	10153	1516.57	1356.87	1733.03	1398.38	1082.11	1255.7	1088.2	1047.38	2446.62	1030.04
HSDL2	84263	1350	1700	1290	780	1289	1014	974	1025	963	753
AKR1B15	441282	1	0	1	0	0	0	1	1	0	0
ADD3	120	2282	3356	2475	1488	1516	3678	2756	1538	4386	3373
ANKRD53	79998	134	109	131	174	100	263	32	36	190	121
TXN2	25828	1600	1537	1500	1502	1170	1622	1355	1189	2896	1170
TMEM240	339453	128	202	152	310	144	338	211	105	262	253.86
RGR	5995	1	1	1	0	1	0	0	0	0	0
NDUFA8	4702	636	635	656	722	654	567	870	875	748	444
TBXA2R	6915	372	114	179	317	191	270	211	543	95	153
C12orf76	400073	281.28	409.18	486.22	522.37	240.07	390.67	220.59	183.93	562.35	331.12
LOH12CR1	118426	178	186	226	140	157	247	123	90	185	166
FAM19A3	284467	8	9	15	7	5	8	3	2	26	3
YY2	404281	59.02	118	93	79.89	64	89.87	101.08	56.56	85	95
NDEL1	81565	2418	3777	3062	2699	1878	3176	1992	1357	3272	3234
RP11-257K9.8	0	5.51	0	1.56	0	0	0	0	4.41	1.94	0
MDM1	56890	1018	901	1105	751	488	872	795	665	2057	557
DNTTIP1	116092	881	858	543	708	657	730	865	580	1045	598
LRRFIP1	9208	7152.55	8059.79	5207.37	4679.4	6667.64	6561.87	7608.32	8134.12	3407.36	4770.66
MBD3L3	653657	0	0	0	0	0	0	0	0	0	0
RPS28	6234	6102.67	13654.91	10592.54	9062.25	5753.53	8001.2	5583.55	3419.77	8308.42	6317.59
HNRNPAB	3182	2768.96	2029.76	2158.89	1808.75	2404.78	1513.1	2567.31	2133.84	2216.63	1512.7
DEFB136	613210	0	0	0	0	0	0	0	0	0	0
PPAPDC2	403313	314	131	185	192	269.55	208	187	197	497	174
TUSC1	286319	1316	746	681	917.99	730	892	695	743	1175	553
GUCA1C	9626	0	0	0	0	1	0	0	0	0	0
IFI44	10561	399	436	724	578	815	1260	327	518	509	1468
HPCA	3208	27.09	26.19	29.12	42.5	9	58.32	24.52	6	119.85	44.15
KRTAP1-1	81851	0	0	1	0	0	0	0	0	0	0
RRP12	23223	1061.66	1242.27	851.33	885.79	598	819.68	806.47	523.51	1491.11	627.97
KLRC4-KLRK1	22914	9.8	10.87	38.58	0.37	3.07	0	2.54	0	2.58	7.28
RNF19B	127544	892	623	772	1194	1643	1038	879	427	644	782
KCTD3	51133	1924	2881	2945	1336	1590	2775	2283	1578	2426	2036
TXLNA	200081	4122	5332	3800	6114	3245	4262	4214	3172	6403	3173
BX255923.1	0	1.22	1	0	0	0	1	0	1	0	0
NUBP1	4682	568.7	544.76	442.76	489.68	481.37	494.27	432.17	527.18	716.88	315.18
ARIH2OS	646450	55.3	98.24	66.09	48.13	60.09	74.12	30.74	53.16	186.49	41.12
RP11-712L6.5	0	9.34	1.57	2.1	9.66	9.84	7.53	1.85	0	1.93	2.02
EIF4B	1975	16360.81	21539.62	26789.24	16503.03	13466.37	22470.82	16066.51	9118.65	30557.4	14570.34
C17orf98	388381	1	1	0	0	0	0	1	0	0	0
KIAA1841	84542	356.2	301.7	555.2	449.85	301.58	617.06	342.79	329.62	525.87	417.1
PICK1	9463	1545	1874	1676	1142.52	1026	2780	998.39	683	3716	1499
CYP4A22	1579	2	0	3	0	4	3	1	3	0	0
PKNOX2	63876	356	457	409	468	164	506	313	186	1250	279
HSPA12B	116835	1042	1114	1660	1767	1207	1308	956	778	1941	606
LBH	81606	3856	900.98	1856.9	4727	9186	2101.76	8680	2529.09	8649.12	1680
WDR48	57599	1646	2542	2311	2232	1668	2451	1947	1088	3168	2064
MSH5-SAPCD1	401251	273.68	473.69	249.19	200.92	126.42	209.9	160.16	131.35	577.1	223.27
GALNT10	55568	618	837	866	651	646	708	612	988	770	547
PQLC1	80148	1760	1971	1368	2438	1553	1867	1546	1134	2219	1537
CCM2	83605	1078	701	1092	1212	913	1100	1147	1016	1091	815
PRKAA2	5563	494	677	405	384	682	602	676	512	528	517
PALM2-AKAP2	11217	410.87	128.52	109.45	172.07	368.9	107.56	731.3	736.49	96.09	107.29
TAT	6898	2	2.55	3	3	6	4	0	2.35	7	2
TLE4	7091	1102.97	1051.14	1000.08	1079.17	776.64	1426.54	1003.76	730.4	2175.33	1236.85
ILF2	3608	3217	2825	2455	2875	2307	2065	2745	1725	3815	1538
PRDX4	10549	1808	1941	1769	981	886	1035	1466	1356	1521	941
SYNE4	163183	42	74	76	104	40	61	28	41	68	55
ENTPD7	57089	130	67	95	60	111	112	129	69	121	38
IGF2BP2	10644	518	568	648	700	715	353	310	150	896	471
AC006538.4	0	0	0	0	0	0	2.56	0	4.17	0	0
WBSCR17	64409	791	1163	631	572	208	229	2762	1813	19	605
POC1B-GALNT4	100528030	88.49	38.33	74.45	0	0	0	69.39	21.48	0.02	0
SMG1	23049	5297.5	6892.03	7370.01	7894.74	4308.41	6717.38	6077.56	4010.77	6113.65	5315.13
FAM120AOS	158293	1318.82	1214.01	1285.45	996.47	1143.65	1166.17	797.86	1061.15	2055.21	924.49
ANKRD6	22881	742.4	1029.58	901.55	592.74	483.93	1354.32	364.34	499.15	1725.1	972.16
ZFPM1	161882	292	176	106	186	228	243	137	152	471	92
RASSF2	9770	1128	858	644	979	1502	286	5506	5561	158	1229
HIST1H1E	3008	3	12	18	3	15	11	0	9	6	4
PIK3CA	5290	1555.09	1926	2538.09	1613.69	1682.87	2290.21	1680.61	1201.03	1726.36	2302.48
KRT23	25984	6	0	2	0	10	4	2	1	31	4
NHLRC4	283948	50	43	52	58.74	56	149.9	60	70	196	84
HNRNPUL2	221092	3851.28	3385.33	3578.81	4287.46	3248.97	3748.55	4513.22	3598.51	5692.33	2962.32
TCEAL2	140597	1126.76	2430.8	1294.53	1048.95	842.02	1791.2	725	820	2916.88	958.97
LRTM1	57408	0	0	0	0	0	0	0	0	0	2
MYL5	4636	214.35	428.72	173.86	296.66	271.63	617.21	261.85	184.34	788.05	287.52
PDLIM3	27295	10293	6051	2575	4445	11209	6745	5972	31234	2051	7219
KNTC1	9735	595	691	577	326	359	964	454	325	722	528
EMC8	10328	721	674	571	639	516	736	671	561	573	481
RNF151	146310	0	1	0	0	0	1	0	1	0	1
GPRIN3	285513	243	181	417	247	305	643	278	213	715	301
HEPN1	641654	1.19	3.26	0	1	0	3	1.72	3	3	4.05
AC012313.1	0	0	0	0	0	1	0	0	0	0	0
TFDP2	7029	1472.83	950.97	970.93	970.19	1017.47	1903.85	1273.02	809.76	1816.32	1127.48
LCE3B	353143	0	0	0	0	0	0	0	0	0	0
NR2C2	7182	631.21	709.27	486.93	420.39	384.13	653.61	553.23	295.7	970.09	521.19
LGALS7	3963	0	0	1.75	1	1	8.85	2.18	0	0	0
SLC44A1	23446	3061	2377	4131	1546	1998	2118	3542	1812	1884	2687
OSTN	344901	1	0	2	1	8	9	1	3	4	42
TXK	7294	17	7	29	11	11	10	9	26	55	18
PPM1A	5494	2712	2632	2709	2672	2489	2955	3912	1810	3514	2467
CNOT3	4849	2323.55	4098.39	3209.98	3265.89	1895.46	4316.77	2505.37	1175.94	4877.58	3052.08
GSTA5	221357	0	0	0	0	0	0	0	0	0	0
PTBP2	58155	1580	2389	2213	1584	1210	2115	1930.8	1371	2040	1625
DYRK3	8444	322	398	296	224	212	180	195	144	205	129
KRCC1	51315	813	738	1212	907	929	1000	934	632	1152	913
GAS2L3	283431	24	36	73	38	14	46	24	24	25	54
HHLA3	11147	284	186	277	323	175	215	326	149	193	200
HNRNPL	3191	10079.92	14128.28	8481.9	8590.87	6196.63	10075.9	8218.38	4851.84	11987.94	8737.04
ZNF222	7673	101.87	53.63	178.26	98.26	83	71.34	82.75	74.81	177.45	79.66
ANKLE2	23141	3002	4458	3270	2965	2414	4268	2572	1905	5724	2756
DUSP28	285193	187.09	146.67	208.12	206.87	141.42	200.58	100.13	130.33	265.3	149.82
B3GALT4	8705	247	116	143	224	287	218	188	296	308	156
DSCAML1	57453	648	800	907	631	111	886	805	201	1725	614
ASB8	140461	733	648	971	861	745	1003	822	839	1354	652
CACNA1S	779	0	1	1	1	4	5	2	6	2	1
PYGO1	26108	812	627	759	871	469	837	951	417	1288	687
POLR1C	9533	806.55	617.19	683.6	659	412.72	548.88	513.06	330.87	1042.14	281.92
TRPM1	4308	0	0	1	0	3	0	0	0	0	3
ZNF684	127396	134	86	191	91	61	142	78	100	192	99
RAD51AP2	729475	4	0	0	3	5	1	2	1	11	3
LTC4S	4056	224.81	119.11	88.03	108.5	123.77	163.83	88.02	97.48	91.84	60.73
EFCAB4B	84766	85	64	110	63	40	83	76	70	83	70
TIMM17A	10440	1232	939	829	672	677	690	1137	1031	1125	458
KLKB1	3818	21.2	3	41.14	85.22	31	297.74	27	73.49	24.53	63.19
BCAS4	55653	187.25	285.05	252.23	247.08	137.01	240.13	64.26	103	250.16	128.01
